OrderID,OrderDate,ShipDate,Region,State,Category,SubCategory,Segment,ShipMode,Quantity,Sales,Discount,Profit
10236,2022-10-10,2022-10-14,Central,Ohio,Furniture,Tables,Corporate,First Class,2,217.82,0.1,-33.94
10237,2023-03-22,2023-03-25,South,Louisiana,Technology,Copiers,Corporate,Same Day,7,2377.03,0.5,-400.12
10238,2022-05-01,2022-05-06,West,Washington,Furniture,Bookcases,Corporate,First Class,2,668.4,0.1,-42.01
10239,2022-04-26,2022-04-30,Central,Ohio,Office Supplies,Binders,Home Office,Same Day,2,259.26,0.1,47.82
10240,2023-04-06,2023-04-11,Central,Texas,Furniture,Bookcases,Consumer,Standard Class,8,3092.6,0.2,357.12
10241,2022-08-21,2022-08-22,East,New York,Technology,Accessories,Home Office,Standard Class,4,1365.97,0.2,164.51
10242,2022-09-16,2022-09-21,East,Massachusetts,Office Supplies,Binders,Home Office,Second Class,5,1684.08,0.0,-162.86
10243,2022-12-25,2022-12-30,West,California,Office Supplies,Binders,Home Office,Second Class,2,999.43,0.0,283.06
10244,2022-07-17,2022-07-19,South,Alabama,Office Supplies,Binders,Corporate,Same Day,9,3930.02,0.0,-411.71
10245,2023-04-01,2023-04-03,South,Louisiana,Office Supplies,Pens,Consumer,Second Class,9,571.17,0.1,-27.38
10246,2023-02-15,2023-02-21,Central,Texas,Technology,Copiers,Home Office,Same Day,4,1348.48,0.1,176.84
10247,2022-05-17,2022-05-19,East,New York,Furniture,Tables,Home Office,Second Class,9,1488.83,0.5,-358.93
10248,2022-11-14,2022-11-19,East,New York,Furniture,Tables,Consumer,Same Day,8,1243.73,0.0,17.65
10249,2022-06-14,2022-06-17,East,Florida,Office Supplies,Paper,Corporate,Standard Class,1,189.57,0.5,-87.16
10250,2022-08-13,2022-08-18,East,Florida,Furniture,Bookcases,Corporate,Same Day,9,2720.5,0.0,196.45
10251,2022-11-03,2022-11-06,Central,Texas,Furniture,Tables,Home Office,First Class,6,275.2,0.2,-73.14
10252,2022-08-22,2022-08-25,Central,Ohio,Furniture,Bookcases,Home Office,Standard Class,2,474.22,0.2,-37.38
10253,2022-06-21,2022-06-23,South,Louisiana,Technology,Phones,Home Office,First Class,8,2114.8,0.3,-924.55
10254,2022-06-01,2022-06-05,West,California,Furniture,Bookcases,Consumer,Second Class,9,1766.66,0.1,23.52
10255,2023-04-08,2023-04-09,South,Alabama,Furniture,Tables,Corporate,Same Day,4,1231.49,0.1,132.69
10256,2022-11-11,2022-11-13,Central,Ohio,Office Supplies,Pens,Corporate,Second Class,5,529.66,0.5,-106.45
10257,2023-01-09,2023-01-11,South,Louisiana,Technology,Copiers,Home Office,Second Class,9,2977.2,0.2,-952.31
10258,2022-06-09,2022-06-13,Central,Texas,Furniture,Chairs,Consumer,Second Class,5,1224.0,0.2,-366.33
10259,2022-04-06,2022-04-07,Central,Texas,Technology,Copiers,Consumer,Second Class,4,543.28,0.3,-62.45
10260,2023-04-17,2023-04-22,East,Massachusetts,Technology,Phones,Home Office,Second Class,3,883.97,0.1,48.77
10261,2022-08-21,2022-08-27,West,Washington,Technology,Copiers,Corporate,First Class,2,411.91,0.5,-182.57
10262,2022-06-29,2022-07-05,West,Oregon,Office Supplies,Paper,Corporate,Standard Class,9,2394.14,0.3,-860.17
10263,2022-04-23,2022-04-28,West,Washington,Furniture,Bookcases,Home Office,First Class,7,1082.8,0.0,144.72
10264,2022-11-14,2022-11-16,East,New York,Technology,Copiers,Home Office,Second Class,8,3854.67,0.3,-1566.85
10265,2023-05-12,2023-05-13,South,Alabama,Technology,Phones,Corporate,First Class,6,1677.67,0.5,-559.38
10266,2023-03-18,2023-03-20,Central,Texas,Office Supplies,Binders,Corporate,Same Day,7,2258.29,0.5,-469.49
10267,2022-02-21,2022-02-24,South,Georgia,Technology,Phones,Corporate,Same Day,9,3590.41,0.1,-583.85
10268,2022-09-25,2022-09-27,East,New York,Technology,Accessories,Home Office,Same Day,9,3793.79,0.0,-119.75
10269,2022-10-22,2022-10-24,West,Washington,Furniture,Bookcases,Consumer,First Class,5,790.05,0.2,59.72
10270,2023-01-21,2023-01-26,East,Massachusetts,Technology,Phones,Home Office,Second Class,7,2359.7,0.1,314.61
10271,2023-01-22,2023-01-27,East,New York,Technology,Phones,Corporate,Standard Class,1,217.73,0.5,-123.23
10272,2022-04-23,2022-04-28,East,Massachusetts,Office Supplies,Binders,Home Office,Same Day,3,1307.81,0.0,-54.44
10273,2022-04-11,2022-04-17,East,New York,Furniture,Chairs,Consumer,Same Day,1,97.44,0.5,-32.06
10274,2022-04-23,2022-04-26,West,California,Office Supplies,Binders,Consumer,Second Class,7,1945.17,0.1,-236.45
10275,2023-03-16,2023-03-21,Central,Illinois,Technology,Phones,Corporate,First Class,9,2280.74,0.1,-257.11
10276,2022-03-22,2022-03-23,West,Washington,Furniture,Chairs,Home Office,Same Day,7,2454.35,0.2,-315.73
10277,2022-07-06,2022-07-12,South,Georgia,Furniture,Tables,Corporate,Standard Class,7,2555.09,0.2,372.09
10278,2022-04-23,2022-04-27,West,Washington,Technology,Copiers,Consumer,First Class,3,916.73,0.1,185.88
10279,2022-01-02,2022-01-03,Central,Ohio,Technology,Accessories,Consumer,First Class,4,207.89,0.0,30.74
10280,2022-05-10,2022-05-11,South,Georgia,Technology,Phones,Consumer,Same Day,9,1516.07,0.2,-270.19
10281,2022-08-08,2022-08-13,East,Florida,Office Supplies,Pens,Consumer,Second Class,7,308.12,0.0,81.94
10282,2022-02-23,2022-02-27,East,Massachusetts,Furniture,Chairs,Consumer,Standard Class,5,221.33,0.5,-113.86
10283,2022-12-09,2022-12-13,East,New York,Office Supplies,Binders,Corporate,First Class,8,2631.44,0.3,-757.42
10284,2023-04-30,2023-05-06,South,Georgia,Technology,Phones,Consumer,First Class,3,309.78,0.1,76.54
10285,2022-08-12,2022-08-16,East,Massachusetts,Furniture,Chairs,Consumer,Standard Class,2,375.69,0.2,5.76
10286,2022-08-13,2022-08-16,Central,Texas,Office Supplies,Pens,Corporate,First Class,4,157.88,0.3,-64.04
10287,2023-01-20,2023-01-25,East,Florida,Furniture,Bookcases,Home Office,Second Class,5,479.49,0.0,-31.05
10288,2023-02-07,2023-02-11,Central,Texas,Furniture,Tables,Home Office,First Class,9,3714.17,0.3,-1025.91
10289,2022-05-06,2022-05-12,West,Oregon,Office Supplies,Paper,Home Office,Second Class,8,3198.16,0.5,-1887.19
10290,2022-05-10,2022-05-13,West,Oregon,Technology,Copiers,Consumer,First Class,3,254.05,0.5,-71.49
10291,2022-02-22,2022-02-24,East,Massachusetts,Office Supplies,Pens,Consumer,Second Class,8,2196.63,0.0,408.09
10292,2022-06-21,2022-06-23,South,Georgia,Furniture,Bookcases,Corporate,Second Class,4,1262.23,0.1,181.7
10293,2022-08-06,2022-08-09,East,Florida,Office Supplies,Paper,Home Office,First Class,1,308.16,0.3,-18.18
10294,2022-06-09,2022-06-15,Central,Texas,Technology,Copiers,Consumer,Standard Class,2,81.85,0.3,-24.43
10295,2022-07-17,2022-07-20,East,Massachusetts,Technology,Copiers,Corporate,First Class,2,354.84,0.0,-37.68
10296,2023-02-20,2023-02-25,Central,Texas,Office Supplies,Binders,Corporate,Second Class,9,2532.27,0.2,158.63
10297,2022-09-04,2022-09-09,South,Georgia,Technology,Copiers,Corporate,Second Class,7,3302.39,0.1,25.89
10298,2022-11-20,2022-11-22,East,Massachusetts,Technology,Phones,Corporate,Second Class,3,1185.83,0.3,-28.8
10299,2023-03-15,2023-03-19,Central,Illinois,Office Supplies,Binders,Home Office,Second Class,1,67.02,0.1,4.29
10300,2022-07-22,2022-07-28,West,California,Technology,Copiers,Home Office,First Class,8,2167.33,0.2,97.56
10301,2022-07-03,2022-07-05,South,Alabama,Office Supplies,Pens,Consumer,First Class,4,1644.72,0.5,-1050.24
10302,2022-05-03,2022-05-07,East,Massachusetts,Technology,Phones,Home Office,First Class,2,239.14,0.3,-39.09
10303,2023-02-05,2023-02-09,Central,Texas,Furniture,Bookcases,Home Office,First Class,9,2626.47,0.5,-575.18
10304,2022-09-12,2022-09-17,Central,Ohio,Technology,Accessories,Home Office,Second Class,4,1228.49,0.0,188.11
10305,2022-10-21,2022-10-22,West,Oregon,Office Supplies,Paper,Consumer,Same Day,6,2498.24,0.3,-496.44
10306,2022-10-07,2022-10-08,East,Florida,Technology,Copiers,Consumer,Same Day,9,3729.14,0.5,-1738.65
10307,2022-11-21,2022-11-24,Central,Ohio,Technology,Accessories,Corporate,Same Day,8,1954.68,0.3,-747.5
10308,2023-01-07,2023-01-12,West,Washington,Technology,Phones,Corporate,Same Day,4,196.73,0.3,6.47
10309,2022-04-08,2022-04-12,Central,Illinois,Furniture,Bookcases,Home Office,Standard Class,4,901.44,0.3,-21.88
10310,2022-07-17,2022-07-23,West,Oregon,Technology,Copiers,Consumer,Standard Class,2,657.2,0.2,-103.03
10311,2023-04-15,2023-04-16,West,Washington,Technology,Phones,Corporate,Second Class,5,1962.87,0.1,-282.89
10312,2023-01-30,2023-02-03,South,Georgia,Technology,Accessories,Consumer,First Class,2,76.62,0.0,4.99
10313,2022-08-28,2022-08-29,East,Florida,Office Supplies,Paper,Consumer,Standard Class,9,717.32,0.0,173.12
10314,2022-05-24,2022-05-25,West,California,Furniture,Tables,Consumer,First Class,3,291.32,0.3,-41.07
10315,2022-04-07,2022-04-08,West,Washington,Technology,Copiers,Consumer,Same Day,4,1993.53,0.0,-67.14
10316,2022-07-20,2022-07-26,Central,Ohio,Technology,Phones,Corporate,First Class,4,380.56,0.3,-70.97
10317,2022-05-04,2022-05-09,Central,Texas,Office Supplies,Paper,Consumer,Second Class,7,2554.41,0.5,-527.99
10318,2022-07-06,2022-07-12,West,California,Technology,Phones,Home Office,Standard Class,3,570.61,0.3,-119.36
10319,2022-11-22,2022-11-24,Central,Ohio,Furniture,Bookcases,Consumer,Standard Class,7,2586.3,0.5,-1666.83
10320,2023-04-09,2023-04-13,West,Oregon,Office Supplies,Paper,Home Office,Same Day,2,151.13,0.5,-96.78
10321,2022-12-15,2022-12-20,Central,Illinois,Furniture,Chairs,Consumer,First Class,5,1912.71,0.1,-296.76
10322,2022-09-16,2022-09-21,West,Washington,Furniture,Bookcases,Home Office,Same Day,5,577.24,0.5,-134.41
10323,2022-05-28,2022-06-02,West,Oregon,Office Supplies,Pens,Consumer,Same Day,5,537.2,0.5,-91.44
10324,2022-09-09,2022-09-14,Central,Texas,Technology,Accessories,Corporate,Same Day,4,767.96,0.0,95.21
10325,2023-03-19,2023-03-25,East,New York,Furniture,Chairs,Home Office,Second Class,5,2118.67,0.5,-859.92
10326,2023-02-24,2023-03-01,South,Alabama,Furniture,Bookcases,Corporate,Standard Class,4,1734.73,0.3,-215.36
10327,2023-02-07,2023-02-10,East,Florida,Office Supplies,Pens,Home Office,Second Class,3,582.56,0.3,-11.78
10328,2022-12-12,2022-12-16,West,Oregon,Technology,Phones,Corporate,Second Class,5,2392.74,0.0,784.02
10329,2023-03-27,2023-04-01,West,Oregon,Office Supplies,Paper,Home Office,Second Class,1,332.76,0.0,64.58
10330,2022-05-27,2022-05-31,West,Washington,Office Supplies,Pens,Home Office,Second Class,1,422.03,0.1,-52.11
10331,2022-05-28,2022-05-31,South,Georgia,Technology,Copiers,Corporate,Same Day,8,1888.99,0.2,-193.19
10332,2022-12-18,2022-12-21,South,Louisiana,Technology,Accessories,Home Office,Standard Class,8,3588.86,0.0,563.33
10333,2022-07-18,2022-07-22,Central,Ohio,Technology,Phones,Home Office,Second Class,7,1848.14,0.2,-549.18
10334,2022-11-04,2022-11-05,West,Washington,Furniture,Chairs,Consumer,Same Day,1,227.2,0.5,-143.36
10335,2023-05-04,2023-05-06,East,Massachusetts,Office Supplies,Pens,Corporate,Same Day,7,2526.99,0.5,-629.06
10336,2023-02-21,2023-02-22,South,Louisiana,Furniture,Tables,Corporate,Second Class,3,47.8,0.5,-18.91
10337,2023-02-28,2023-03-01,Central,Texas,Office Supplies,Binders,Consumer,Standard Class,8,1464.75,0.3,-403.02
10338,2022-05-08,2022-05-14,Central,Illinois,Furniture,Chairs,Consumer,Second Class,3,1002.21,0.3,-273.18
10339,2022-02-08,2022-02-09,West,California,Furniture,Tables,Consumer,Second Class,5,1396.56,0.1,-334.51
10340,2022-12-04,2022-12-09,West,Washington,Technology,Accessories,Consumer,First Class,1,154.77,0.0,52.31
10341,2022-12-26,2023-01-01,Central,Texas,Furniture,Bookcases,Consumer,Second Class,2,30.22,0.3,-4.31
10342,2022-05-09,2022-05-15,Central,Ohio,Technology,Accessories,Home Office,Second Class,9,2929.62,0.1,-31.85
10343,2022-09-24,2022-09-27,West,Oregon,Technology,Phones,Corporate,First Class,2,335.77,0.3,-101.94
10344,2023-04-21,2023-04-22,East,New York,Office Supplies,Binders,Consumer,First Class,8,526.71,0.5,-188.98
10345,2023-03-17,2023-03-20,South,Louisiana,Office Supplies,Pens,Corporate,Standard Class,2,145.53,0.0,45.7
10346,2023-04-18,2023-04-22,Central,Illinois,Technology,Accessories,Home Office,Same Day,7,395.89,0.2,-29.67
10347,2023-03-10,2023-03-12,West,California,Furniture,Tables,Home Office,Standard Class,9,811.85,0.3,-267.63
10348,2022-05-31,2022-06-06,Central,Texas,Technology,Copiers,Consumer,Second Class,5,1706.16,0.2,159.46
10349,2023-02-19,2023-02-23,East,Massachusetts,Office Supplies,Binders,Corporate,First Class,8,3970.27,0.1,627.2
10350,2023-04-23,2023-04-27,West,Washington,Office Supplies,Pens,Corporate,Second Class,7,3085.89,0.3,29.2
10351,2022-10-25,2022-10-30,South,Louisiana,Office Supplies,Binders,Home Office,Same Day,2,643.35,0.5,-103.45
10352,2022-04-09,2022-04-11,West,California,Furniture,Bookcases,Home Office,First Class,8,2266.63,0.3,-958.95
10353,2022-09-20,2022-09-24,East,Massachusetts,Technology,Phones,Consumer,Standard Class,6,2274.37,0.0,724.83
10354,2022-09-09,2022-09-13,South,Georgia,Technology,Accessories,Home Office,Second Class,2,125.78,0.5,-36.1
10355,2022-05-24,2022-05-26,Central,Ohio,Technology,Copiers,Corporate,Standard Class,2,229.24,0.2,-62.96
10356,2022-12-12,2022-12-14,Central,Texas,Technology,Accessories,Corporate,Same Day,6,1654.18,0.5,-460.34
10357,2022-04-22,2022-04-26,South,Georgia,Office Supplies,Binders,Consumer,First Class,3,467.4,0.2,-128.17
10358,2023-05-15,2023-05-17,East,Florida,Office Supplies,Pens,Consumer,Second Class,7,2049.7,0.0,472.58
10359,2022-03-01,2022-03-05,South,Georgia,Furniture,Bookcases,Home Office,First Class,8,1889.31,0.0,417.27
10360,2023-01-04,2023-01-08,East,Massachusetts,Furniture,Bookcases,Consumer,Second Class,3,1487.96,0.2,-222.08
10361,2022-01-02,2022-01-07,South,Alabama,Furniture,Chairs,Corporate,Standard Class,2,219.95,0.1,26.65
10362,2023-01-20,2023-01-21,West,Washington,Technology,Copiers,Corporate,First Class,7,2179.38,0.1,-157.59
10363,2022-10-31,2022-11-04,East,Florida,Office Supplies,Pens,Consumer,First Class,9,2534.14,0.1,330.69
10364,2022-09-11,2022-09-14,East,Massachusetts,Office Supplies,Binders,Home Office,Same Day,6,2508.08,0.0,825.25
10365,2022-05-20,2022-05-26,West,Washington,Office Supplies,Binders,Home Office,Same Day,9,3081.65,0.2,218.75
10366,2023-03-29,2023-03-30,West,Oregon,Furniture,Tables,Corporate,Second Class,6,2637.35,0.5,-1549.82
10367,2022-02-06,2022-02-07,West,Oregon,Office Supplies,Pens,Home Office,Second Class,4,1455.26,0.2,-409.06
10368,2022-06-09,2022-06-10,South,Georgia,Furniture,Bookcases,Corporate,Standard Class,6,1273.11,0.5,-809.02
10369,2022-01-09,2022-01-14,Central,Texas,Furniture,Tables,Home Office,First Class,4,395.39,0.5,-238.62
10370,2022-08-21,2022-08-25,South,Alabama,Office Supplies,Pens,Corporate,Standard Class,7,3068.72,0.5,-1009.11
10371,2022-04-09,2022-04-14,East,New York,Office Supplies,Binders,Home Office,First Class,8,488.22,0.1,15.01
10372,2022-05-27,2022-05-31,South,Louisiana,Office Supplies,Paper,Home Office,First Class,4,143.5,0.1,7.13
10373,2022-10-31,2022-11-05,Central,Texas,Office Supplies,Pens,Corporate,Standard Class,3,426.64,0.3,-123.28
10374,2022-07-27,2022-08-01,Central,Texas,Office Supplies,Pens,Home Office,First Class,3,116.07,0.5,-32.16
10375,2022-05-11,2022-05-17,East,New York,Furniture,Chairs,Consumer,Same Day,6,676.94,0.3,-129.54
10376,2023-02-08,2023-02-11,West,California,Furniture,Tables,Consumer,Standard Class,4,279.86,0.0,18.75
10377,2022-06-01,2022-06-06,West,California,Office Supplies,Paper,Home Office,Same Day,2,383.99,0.0,57.26
10378,2022-02-23,2022-03-01,Central,Ohio,Furniture,Bookcases,Home Office,First Class,9,4205.03,0.5,-2368.53
10379,2022-04-30,2022-05-02,East,Massachusetts,Furniture,Bookcases,Corporate,Same Day,6,1930.36,0.2,-13.6
10380,2022-06-10,2022-06-13,South,Louisiana,Technology,Copiers,Consumer,Same Day,7,2031.52,0.5,-1133.1
10381,2023-02-12,2023-02-17,East,New York,Furniture,Chairs,Home Office,Standard Class,2,181.99,0.2,-61.5
10382,2022-04-26,2022-04-27,West,Washington,Technology,Accessories,Corporate,First Class,6,862.83,0.0,271.63
10383,2022-03-16,2022-03-18,South,Louisiana,Office Supplies,Pens,Home Office,Standard Class,3,1412.8,0.1,249.17
10384,2022-04-23,2022-04-25,East,New York,Furniture,Bookcases,Consumer,Same Day,3,584.06,0.5,-239.2
10385,2023-04-01,2023-04-07,Central,Ohio,Office Supplies,Paper,Home Office,Same Day,5,1172.56,0.5,-348.24
10386,2023-02-24,2023-02-26,Central,Texas,Technology,Accessories,Consumer,First Class,4,137.69,0.1,28.18
10387,2023-02-26,2023-03-01,Central,Ohio,Furniture,Tables,Corporate,Second Class,8,2939.67,0.0,-207.38
10388,2022-04-14,2022-04-19,West,California,Furniture,Tables,Home Office,Same Day,9,3403.56,0.0,1117.41
10389,2022-12-06,2022-12-11,East,New York,Office Supplies,Paper,Corporate,Second Class,8,303.65,0.3,-94.78
10390,2022-09-11,2022-09-12,West,Washington,Office Supplies,Paper,Corporate,First Class,7,3178.45,0.1,-362.42
10391,2022-08-15,2022-08-21,South,Georgia,Furniture,Chairs,Consumer,Same Day,6,1320.93,0.0,314.85
10392,2022-04-22,2022-04-23,West,Oregon,Office Supplies,Paper,Consumer,Standard Class,9,2240.19,0.2,-713.89
10393,2023-04-18,2023-04-20,Central,Illinois,Office Supplies,Paper,Corporate,Second Class,9,1615.51,0.1,-71.81
10394,2022-04-09,2022-04-10,West,Washington,Furniture,Bookcases,Consumer,Same Day,7,366.44,0.1,42.59
10395,2022-06-02,2022-06-05,Central,Texas,Furniture,Chairs,Home Office,First Class,4,290.86,0.5,-181.46
10396,2022-12-15,2022-12-20,Central,Texas,Furniture,Tables,Consumer,Same Day,8,1099.82,0.0,106.95
10397,2023-02-06,2023-02-08,West,Washington,Office Supplies,Pens,Corporate,Standard Class,5,678.5,0.2,8.53
10398,2023-01-19,2023-01-20,South,Alabama,Technology,Accessories,Corporate,Second Class,5,1435.06,0.2,-280.77
10399,2023-01-01,2023-01-07,West,Washington,Technology,Accessories,Corporate,Standard Class,5,1540.89,0.0,-90.13
10400,2022-12-04,2022-12-07,East,Florida,Office Supplies,Binders,Consumer,Standard Class,1,84.11,0.3,-20.27
10401,2022-07-13,2022-07-16,West,California,Furniture,Bookcases,Corporate,Same Day,9,3841.22,0.0,429.05
10402,2022-11-06,2022-11-07,West,Oregon,Technology,Copiers,Home Office,First Class,2,415.9,0.2,-131.49
10403,2022-06-12,2022-06-17,South,Alabama,Technology,Phones,Home Office,First Class,6,1673.59,0.1,-350.01
10404,2022-07-27,2022-07-28,East,Florida,Furniture,Chairs,Consumer,Same Day,6,2549.94,0.1,-426.13
10405,2023-03-21,2023-03-23,East,New York,Technology,Copiers,Home Office,First Class,2,670.9,0.0,123.79
10406,2022-06-18,2022-06-19,East,Massachusetts,Furniture,Bookcases,Consumer,Standard Class,2,864.75,0.2,-21.2
10407,2023-04-29,2023-05-02,South,Louisiana,Furniture,Chairs,Corporate,First Class,6,914.33,0.3,-248.71
10408,2022-06-10,2022-06-11,South,Georgia,Office Supplies,Binders,Corporate,Same Day,3,106.38,0.0,-5.25
10409,2022-03-09,2022-03-14,Central,Illinois,Technology,Phones,Corporate,Second Class,7,3061.43,0.1,-259.89
10410,2022-10-16,2022-10-22,Central,Ohio,Technology,Phones,Home Office,First Class,4,1058.0,0.5,-338.76
10411,2023-02-02,2023-02-06,West,California,Office Supplies,Pens,Home Office,Standard Class,4,1746.33,0.2,215.36
10412,2022-10-04,2022-10-05,South,Georgia,Office Supplies,Paper,Home Office,Standard Class,8,3941.16,0.1,114.26
10413,2022-10-31,2022-11-05,Central,Texas,Furniture,Tables,Consumer,First Class,2,83.9,0.2,8.78
10414,2023-02-08,2023-02-13,West,California,Furniture,Chairs,Corporate,Same Day,1,201.46,0.2,-59.89
10415,2023-01-19,2023-01-25,Central,Illinois,Furniture,Chairs,Corporate,First Class,4,925.33,0.2,-147.86
10416,2023-01-27,2023-01-30,West,Washington,Office Supplies,Binders,Corporate,First Class,3,678.38,0.2,-168.32
10417,2022-05-15,2022-05-20,South,Georgia,Office Supplies,Paper,Home Office,Second Class,8,1205.58,0.3,-85.91
10418,2022-07-14,2022-07-19,South,Georgia,Technology,Copiers,Home Office,Same Day,5,1604.73,0.0,77.0
10419,2023-02-05,2023-02-10,West,Washington,Technology,Accessories,Corporate,Standard Class,8,2119.15,0.3,-216.26
10420,2022-05-08,2022-05-13,West,Oregon,Furniture,Bookcases,Corporate,Standard Class,2,330.43,0.2,-55.66
10421,2022-02-02,2022-02-04,West,California,Office Supplies,Binders,Consumer,Second Class,2,185.48,0.0,27.65
10422,2022-06-25,2022-06-27,East,New York,Furniture,Chairs,Home Office,Second Class,7,701.89,0.5,-199.11
10423,2023-04-05,2023-04-08,Central,Ohio,Technology,Phones,Consumer,Standard Class,5,1128.79,0.2,102.95
10424,2023-03-19,2023-03-20,East,Massachusetts,Furniture,Tables,Home Office,Same Day,7,3387.24,0.5,-535.0
10425,2023-01-06,2023-01-11,South,Georgia,Office Supplies,Binders,Corporate,Same Day,5,1826.7,0.1,-305.1
10426,2023-04-15,2023-04-21,West,Washington,Technology,Phones,Consumer,Second Class,6,2940.56,0.2,-790.67
10427,2023-01-10,2023-01-11,West,Washington,Technology,Phones,Consumer,Second Class,5,1421.4,0.0,-192.34
10428,2022-01-22,2022-01-28,West,Oregon,Office Supplies,Paper,Home Office,Second Class,4,1784.91,0.5,-291.42
10429,2022-08-26,2022-08-27,West,Oregon,Office Supplies,Pens,Home Office,First Class,9,3702.07,0.1,-720.52
10430,2022-06-07,2022-06-10,East,Florida,Furniture,Tables,Corporate,Second Class,9,2167.85,0.3,-477.72
10431,2022-02-07,2022-02-12,Central,Illinois,Technology,Phones,Consumer,Second Class,5,673.09,0.2,60.52
10432,2022-08-18,2022-08-23,Central,Ohio,Furniture,Tables,Home Office,First Class,5,326.71,0.1,-65.24
10433,2022-12-31,2023-01-04,South,Georgia,Furniture,Bookcases,Consumer,Same Day,5,1079.29,0.1,-82.06
10434,2022-02-20,2022-02-26,South,Alabama,Technology,Phones,Corporate,Second Class,2,753.85,0.0,51.08
10435,2023-03-14,2023-03-15,East,New York,Office Supplies,Paper,Corporate,First Class,6,2229.92,0.3,-478.0
10436,2022-09-21,2022-09-22,West,Oregon,Office Supplies,Paper,Home Office,First Class,3,75.74,0.5,-23.62
10437,2022-10-10,2022-10-12,West,California,Furniture,Chairs,Home Office,Second Class,2,328.62,0.3,-35.87
10438,2022-01-27,2022-01-31,Central,Ohio,Office Supplies,Paper,Corporate,Standard Class,6,2575.87,0.3,118.16
10439,2022-08-14,2022-08-16,Central,Illinois,Technology,Phones,Home Office,Same Day,7,1027.92,0.2,-3.01
10440,2022-10-04,2022-10-06,South,Alabama,Furniture,Tables,Consumer,First Class,9,1040.49,0.5,-659.05
10441,2022-10-13,2022-10-15,Central,Illinois,Furniture,Bookcases,Corporate,First Class,5,1050.35,0.3,20.12
10442,2022-04-07,2022-04-13,Central,Texas,Office Supplies,Binders,Home Office,First Class,1,385.37,0.2,-123.49
10443,2022-10-11,2022-10-17,West,Washington,Technology,Accessories,Corporate,First Class,2,657.75,0.2,-230.15
10444,2023-01-02,2023-01-05,East,New York,Furniture,Bookcases,Corporate,Same Day,2,458.11,0.3,-118.74
10445,2023-03-24,2023-03-27,Central,Texas,Technology,Phones,Home Office,Second Class,3,636.76,0.2,-88.34
10446,2023-04-26,2023-04-28,South,Georgia,Office Supplies,Binders,Home Office,Same Day,9,1948.57,0.1,454.25
10447,2023-03-29,2023-04-02,South,Louisiana,Furniture,Bookcases,Home Office,Same Day,6,2583.52,0.2,352.36
10448,2022-11-13,2022-11-14,Central,Texas,Office Supplies,Binders,Home Office,First Class,3,1138.32,0.0,307.04
10449,2022-10-31,2022-11-06,South,Alabama,Technology,Copiers,Home Office,Second Class,7,2201.21,0.0,5.23
10450,2022-05-27,2022-05-31,West,Oregon,Office Supplies,Binders,Home Office,Standard Class,7,1897.08,0.2,163.86
10451,2022-01-04,2022-01-09,South,Georgia,Furniture,Bookcases,Corporate,Same Day,8,2838.45,0.5,-1748.0
10452,2022-02-04,2022-02-10,East,Massachusetts,Office Supplies,Paper,Corporate,Second Class,1,128.53,0.0,10.85
10453,2022-07-11,2022-07-17,West,California,Furniture,Bookcases,Consumer,Second Class,9,3726.2,0.5,-1868.25
10454,2022-02-18,2022-02-21,Central,Illinois,Office Supplies,Paper,Home Office,Same Day,9,302.31,0.3,-3.44
10455,2022-01-17,2022-01-18,Central,Ohio,Technology,Copiers,Corporate,Second Class,2,674.45,0.0,232.36
10456,2022-06-21,2022-06-22,West,Oregon,Furniture,Bookcases,Consumer,First Class,7,1892.42,0.0,-13.92
10457,2022-08-08,2022-08-13,South,Louisiana,Office Supplies,Binders,Consumer,Same Day,3,423.63,0.1,15.54
10458,2022-06-07,2022-06-12,Central,Texas,Office Supplies,Binders,Corporate,First Class,5,205.92,0.3,-69.99
10459,2023-04-22,2023-04-28,South,Alabama,Technology,Copiers,Corporate,First Class,1,371.41,0.0,113.21
10460,2022-02-15,2022-02-17,South,Louisiana,Furniture,Chairs,Consumer,First Class,4,1742.36,0.1,330.16
10461,2023-01-08,2023-01-11,East,Massachusetts,Furniture,Bookcases,Corporate,First Class,1,22.32,0.3,0.12
10462,2022-01-06,2022-01-09,South,Alabama,Office Supplies,Binders,Corporate,Second Class,9,1593.0,0.3,-363.7
10463,2022-04-09,2022-04-15,South,Georgia,Furniture,Tables,Consumer,Same Day,8,3796.58,0.3,-211.09
10464,2023-01-15,2023-01-19,West,Washington,Office Supplies,Binders,Consumer,Standard Class,3,379.03,0.3,-150.81
10465,2022-08-21,2022-08-23,East,Massachusetts,Office Supplies,Binders,Consumer,Standard Class,6,2373.05,0.2,-56.69
10466,2022-02-06,2022-02-12,South,Georgia,Technology,Copiers,Home Office,Same Day,2,286.14,0.2,6.24
10467,2022-10-07,2022-10-09,East,Florida,Office Supplies,Pens,Consumer,Second Class,1,141.79,0.0,-21.06
10468,2022-12-15,2022-12-17,Central,Ohio,Technology,Copiers,Corporate,Standard Class,6,194.21,0.2,-41.09
10469,2023-05-12,2023-05-14,West,California,Furniture,Chairs,Consumer,First Class,1,230.73,0.5,-94.36
10470,2022-10-29,2022-11-04,South,Louisiana,Technology,Phones,Home Office,Standard Class,8,1921.4,0.5,-793.26
10471,2022-06-30,2022-07-03,Central,Illinois,Technology,Accessories,Home Office,First Class,1,263.12,0.0,-38.46
